Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 21:32:34,0.387,3.3%,56.48C,-56.5%,0%,0.6GHz,80.4%,69.4%,5.000293s/1.360505s,NoFlag,
14/11/2019 21:32:39,0.388,1.3%,56.48C,-56.5%,0%,0.6GHz,80.5%,69.4%,4.999503s/2.126356s,NoFlag,
14/11/2019 21:32:44,0.389,5.3%,55.02C,-74.8%,0%,0.6GHz,80.5%,69.4%,5.000379s/1.288059s,NoFlag,
14/11/2019 21:32:49,0.39,10.6%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.000324s/1.33343s,NoFlag,
14/11/2019 21:32:54,0.391,0.5%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,5.000319s/1.287529s,NoFlag,
14/11/2019 21:32:59,0.392,4.2%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.000303s/1.309654s,NoFlag,
14/11/2019 21:33:04,0.393,3.3%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,5.000226s/1.370907s,NoFlag,
14/11/2019 21:33:09,0.394,1.0%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,5.000286s/1.287853s,NoFlag,
14/11/2019 21:33:14,0.395,12.0%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.000257s/1.317841s,NoFlag,
14/11/2019 21:33:19,0.396,5.9%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.000235s/1.312096s,NoFlag,
14/11/2019 21:33:24,0.397,1.0%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,5.000255s/1.278612s,NoFlag,
14/11/2019 21:33:29,0.398,4.5%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,4.999882s/1.639282s,NoFlag,
14/11/2019 21:33:34,0.399,5.3%,55.02C,-74.8%,0%,0.6GHz,80.5%,69.4%,5.000246s/1.289742s,NoFlag,
14/11/2019 21:33:39,0.4,8.0%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,5.00022s/1.29791s,NoFlag,
14/11/2019 21:33:44,0.401,5.7%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.00004s/1.470525s,NoFlag,
14/11/2019 21:33:49,0.402,5.0%,54.53C,-80.9%,0%,0.6GHz,80.6%,69.4%,5.000235s/1.314448s,NoFlag,
14/11/2019 21:33:54,0.403,3.8%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,4.999937s/1.320486s,NoFlag,
14/11/2019 21:33:59,0.404,4.0%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,5.000001s/1.30581s,NoFlag,
14/11/2019 21:34:04,0.405,6.4%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,5.000184s/1.31149s,NoFlag,
14/11/2019 21:34:09,0.406,1.0%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,4.999827s/1.356376s,NoFlag,
14/11/2019 21:34:14,0.407,4.7%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,4.997998s/1.316852s,NoFlag,
14/11/2019 21:34:19,0.408,9.5%,55.99C,-62.6%,0%,1.5GHz,80.6%,69.4%,5.0003s/1.296467s,NoFlag,
14/11/2019 21:34:24,0.409,0.5%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.000324s/1.268898s,NoFlag,
14/11/2019 21:34:29,0.41,4.3%,55.5C,-68.7%,0%,0.6GHz,80.5%,69.4%,4.999956s/1.615445s,NoFlag,
14/11/2019 21:34:34,0.411,4.3%,55.99C,-62.6%,0%,0.6GHz,80.5%,69.4%,5.000272s/1.3072s,NoFlag,
14/11/2019 21:34:39,0.412,1.0%,55.02C,-74.8%,0%,0.6GHz,80.6%,69.4%,5.000265s/1.294793s,NoFlag,
14/11/2019 21:34:44,0.413,11.4%,56.48C,-56.5%,0%,0.6GHz,80.6%,69.4%,5.00026s/1.289452s,NoFlag,
14/11/2019 21:34:49,0.414,6.7%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,5.000232s/1.296649s,NoFlag,
14/11/2019 21:34:54,0.415,0.8%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,5.000249s/1.288673s,NoFlag,
14/11/2019 21:34:59,0.416,2.8%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,5.000118s/1.319629s,NoFlag,
14/11/2019 21:35:04,0.417,3.3%,55.02C,-74.8%,0%,0.6GHz,80.6%,69.4%,5.000158s/1.343831s,NoFlag,
14/11/2019 21:35:09,0.418,7.7%,55.99C,-62.6%,0%,0.6GHz,80.6%,69.4%,4.999913s/1.317158s,NoFlag,
14/11/2019 21:35:14,0.419,4.7%,56.48C,-56.5%,0%,0.6GHz,80.5%,69.4%,5.000217s/1.294903s,NoFlag,
14/11/2019 21:35:19,0.42,10.6%,56.97C,-50.4%,0%,1.5GHz,80.4%,69.4%,4.999727s/1.284453s,NoFlag,
14/11/2019 21:35:24,0.421,3.8%,56.97C,-50.4%,0%,0.6GHz,80.4%,69.4%,5.000193s/1.294488s,NoFlag,
14/11/2019 21:35:29,0.422,3.0%,55.99C,-62.6%,0%,0.6GHz,80.4%,69.4%,4.999792s/1.639177s,NoFlag,
14/11/2019 21:35:34,0.423,7.5%,55.99C,-62.6%,0%,0.6GHz,80.4%,69.4%,5.00011s/1.364961s,NoFlag,
14/11/2019 21:35:39,0.424,2.7%,55.5C,-68.7%,0%,0.6GHz,80.4%,69.4%,4.999919s/1.277084s,NoFlag,
14/11/2019 21:35:44,0.425,3.7%,56.48C,-56.5%,0%,0.6GHz,80.4%,69.4%,5.00021s/1.29488s,NoFlag,
14/11/2019 21:35:49,0.426,15.0%,56.48C,-56.5%,0%,1.5GHz,80.4%,69.4%,4.999766s/1.290986s,NoFlag,
14/11/2019 21:35:54,0.427,1.5%,55.02C,-74.8%,0%,0.6GHz,80.4%,69.4%,4.999997s/1.310883s,NoFlag,
14/11/2019 21:35:59,0.428,3.3%,55.5C,-68.7%,0%,0.6GHz,80.4%,69.4%,5.000002s/1.314671s,NoFlag,
14/11/2019 21:36:04,0.429,4.5%,55.99C,-62.6%,0%,0.6GHz,80.4%,69.4%,5.00016s/1.350606s,NoFlag,
14/11/2019 21:36:09,0.43,3.2%,55.02C,-74.8%,0%,0.6GHz,80.4%,69.4%,4.999856s/1.314864s,NoFlag,
14/11/2019 21:36:14,0.431,8.3%,55.99C,-62.6%,0%,1.5GHz,80.4%,69.4%,5.000163s/1.306355s,NoFlag,
14/11/2019 21:36:19,0.432,5.7%,57.45C,-44.4%,0%,0.6GHz,80.3%,69.4%,4.999765s/1.309173s,NoFlag,
14/11/2019 21:36:24,0.433,1.3%,56.48C,-56.5%,0%,0.6GHz,80.3%,69.4%,5.000057s/1.283924s,NoFlag,
14/11/2019 21:36:29,0.434,3.7%,55.5C,-68.7%,0%,0.6GHz,80.3%,69.4%,4.999812s/1.664805s,NoFlag,
14/11/2019 21:36:34,0.435,2.5%,55.99C,-62.6%,0%,0.6GHz,80.3%,69.4%,5.000209s/1.306023s,NoFlag,
14/11/2019 21:36:39,0.436,8.3%,56.48C,-56.5%,0%,0.6GHz,80.3%,69.4%,5.000001s/1.319165s,NoFlag,
14/11/2019 21:36:44,0.437,3.3%,55.5C,-68.7%,0%,0.6GHz,80.3%,69.4%,5.00017s/1.333531s,NoFlag,
14/11/2019 21:36:49,0.438,7.8%,55.99C,-62.6%,0%,0.6GHz,80.4%,69.4%,4.999809s/1.312754s,NoFlag,
14/11/2019 21:36:54,0.439,2.2%,55.5C,-68.7%,0%,0.6GHz,80.4%,69.4%,5.000108s/1.402456s,NoFlag,
14/11/2019 21:36:59,0.44,3.3%,55.5C,-68.7%,0%,0.6GHz,80.4%,69.4%,4.999887s/1.352055s,NoFlag,
14/11/2019 21:37:04,0.441,8.5%,55.99C,-62.6%,0%,1.5GHz,80.4%,69.4%,5.000003s/1.282805s,NoFlag,
14/11/2019 21:37:09,0.442,1.8%,55.99C,-62.6%,0%,0.6GHz,80.4%,69.4%,4.999998s/1.294566s,NoFlag,
14/11/2019 21:37:14,0.443,2.8%,55.99C,-62.6%,0%,0.6GHz,80.4%,69.4%,5.000199s/1.299681s,NoFlag,
14/11/2019 21:37:19,0.444,4.6%,55.5C,-68.7%,0%,0.6GHz,80.4%,69.4%,4.999798s/1.361879s,NoFlag,
14/11/2019 21:37:24,0.445,3.0%,55.99C,-62.6%,0%,0.6GHz,80.7%,69.4%,5.000199s/1.284103s,NoFlag,
14/11/2019 21:37:29,0.446,5.4%,55.5C,-68.7%,0%,0.6GHz,80.7%,69.4%,4.9998s/1.604802s,NoFlag,
14/11/2019 21:37:34,0.447,4.0%,55.99C,-62.6%,0%,0.6GHz,80.7%,69.4%,5.000221s/1.293028s,NoFlag,
14/11/2019 21:37:39,0.448,3.5%,56.48C,-56.5%,0%,0.6GHz,80.7%,69.4%,4.999796s/1.279712s,NoFlag,
14/11/2019 21:37:44,0.449,8.2%,55.99C,-62.6%,0%,0.6GHz,80.7%,69.4%,5.000241s/1.274566s,NoFlag,
14/11/2019 21:37:49,0.45,6.8%,55.99C,-62.6%,0%,1.5GHz,80.7%,69.4%,4.999744s/1.29429s,NoFlag,
14/11/2019 21:37:54,0.451,1.0%,55.02C,-74.8%,0%,0.6GHz,80.7%,69.4%,5.000021s/1.294957s,NoFlag,
14/11/2019 21:37:59,0.452,2.0%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000107s/1.302102s,NoFlag,
14/11/2019 21:38:04,0.453,5.5%,55.5C,-68.7%,0%,0.6GHz,80.7%,69.4%,5.000189s/1.331153s,NoFlag,
14/11/2019 21:38:09,0.454,6.8%,54.53C,-80.9%,0%,0.6GHz,80.7%,69.4%,4.999637s/1.41353s,NoFlag,
14/11/2019 21:38:14,0.455,3.0%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000189s/1.300296s,NoFlag,
14/11/2019 21:38:19,0.456,3.0%,55.5C,-68.7%,0%,0.6GHz,80.7%,69.4%,4.999879s/1.330832s,NoFlag,
14/11/2019 21:38:24,0.457,2.8%,55.5C,-68.7%,0%,0.6GHz,80.7%,69.4%,4.999983s/1.28926s,NoFlag,
14/11/2019 21:38:29,0.458,3.5%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,4.999872s/1.635801s,NoFlag,
14/11/2019 21:38:34,0.459,10.1%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,5.000278s/1.287144s,NoFlag,
14/11/2019 21:38:39,0.46,1.0%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,4.999872s/1.28079s,NoFlag,
14/11/2019 21:38:44,0.461,2.3%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000205s/1.297617s,NoFlag,
14/11/2019 21:38:49,0.462,6.0%,57.94C,-38.3%,0%,0.6GHz,80.8%,69.4%,4.999772s/1.29005s,NoFlag,
14/11/2019 21:38:54,0.463,1.2%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000029s/1.278395s,NoFlag,
14/11/2019 21:38:59,0.464,8.1%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,4.999972s/1.316016s,NoFlag,
14/11/2019 21:39:04,0.465,5.0%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,4.996755s/1.30757s,NoFlag,
14/11/2019 21:39:09,0.466,1.7%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,4.999313s/1.314859s,NoFlag,
14/11/2019 21:39:14,0.467,4.3%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000426s/1.276594s,NoFlag,
14/11/2019 21:39:19,0.468,2.5%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000324s/1.34822s,NoFlag,
14/11/2019 21:39:24,0.469,4.0%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000378s/1.290461s,NoFlag,
14/11/2019 21:39:29,0.47,2.0%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,5.000016s/1.600992s,NoFlag,
14/11/2019 21:39:34,0.471,4.0%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.00033s/1.30389s,NoFlag,
14/11/2019 21:39:39,0.472,9.1%,55.99C,-62.6%,0%,1.5GHz,80.8%,69.4%,5.000597s/1.295179s,NoFlag,
14/11/2019 21:39:44,0.473,1.3%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.00031s/1.288352s,NoFlag,
14/11/2019 21:39:49,0.474,6.5%,56.48C,-56.5%,0%,0.6GHz,80.9%,69.4%,5.000302s/1.286658s,NoFlag,
14/11/2019 21:39:54,0.475,1.5%,56.97C,-50.4%,0%,0.6GHz,80.8%,69.4%,5.000274s/1.292404s,NoFlag,
14/11/2019 21:39:59,0.476,1.5%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,5.000201s/1.30063s,NoFlag,
14/11/2019 21:40:04,0.477,8.0%,55.99C,-62.6%,0%,1.5GHz,80.8%,69.4%,4.999595s/1.299413s,NoFlag,
14/11/2019 21:40:09,0.478,3.3%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.00029s/1.291666s,NoFlag,
14/11/2019 21:40:14,0.479,1.5%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,4.997204s/1.312265s,NoFlag,
14/11/2019 21:40:19,0.48,4.0%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,4.997879s/1.327052s,NoFlag,
14/11/2019 21:40:24,0.481,2.5%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,5.00043s/1.29537s,NoFlag,
14/11/2019 21:40:29,0.482,7.5%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000132s/1.640189s,NoFlag,
14/11/2019 21:40:34,0.483,2.7%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000463s/1.302321s,NoFlag,
14/11/2019 21:40:39,0.484,2.3%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,5.00042s/1.317516s,NoFlag,
14/11/2019 21:40:44,0.485,0.8%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000417s/1.305188s,NoFlag,
14/11/2019 21:40:49,0.486,7.6%,55.5C,-68.7%,0%,1.5GHz,80.9%,69.4%,5.00039s/1.305979s,NoFlag,
14/11/2019 21:40:54,0.487,7.7%,56.48C,-56.5%,0%,0.6GHz,80.8%,69.4%,5.000372s/1.283073s,NoFlag,
14/11/2019 21:40:59,0.488,2.2%,55.99C,-62.6%,0%,0.6GHz,80.7%,69.4%,5.00036s/1.300803s,NoFlag,
14/11/2019 21:41:04,0.489,3.0%,55.5C,-68.7%,0%,0.6GHz,80.7%,69.4%,5.000322s/1.323828s,NoFlag,
14/11/2019 21:41:09,0.49,5.9%,55.99C,-62.6%,0%,0.6GHz,80.7%,69.4%,5.000303s/1.317166s,NoFlag,
14/11/2019 21:41:14,0.491,1.0%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000292s/1.316721s,NoFlag,
14/11/2019 21:41:19,0.492,4.3%,55.99C,-62.6%,0%,0.6GHz,80.7%,69.4%,5.000254s/1.321857s,NoFlag,
14/11/2019 21:41:24,0.493,2.3%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000401s/1.297653s,NoFlag,
14/11/2019 21:41:29,0.494,2.7%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,4.999918s/1.646496s,NoFlag,
14/11/2019 21:41:34,0.495,10.1%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000234s/1.328171s,NoFlag,
14/11/2019 21:41:39,0.496,3.3%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000257s/1.298912s,NoFlag,
14/11/2019 21:41:44,0.497,1.3%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000178s/1.366035s,NoFlag,
14/11/2019 21:41:49,0.498,8.5%,55.5C,-68.7%,0%,1.5GHz,80.8%,69.4%,5.000239s/1.295786s,NoFlag,
14/11/2019 21:41:54,0.499,3.3%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000206s/1.284548s,NoFlag,
14/11/2019 21:41:59,0.5,8.2%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,4.996498s/1.307084s,NoFlag,
14/11/2019 21:42:04,0.501,3.7%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000354s/1.28442s,NoFlag,
14/11/2019 21:42:09,0.502,2.5%,55.5C,-68.7%,0%,0.6GHz,80.8%,69.4%,5.000366s/1.305622s,NoFlag,
14/11/2019 21:42:14,0.503,2.0%,55.99C,-62.6%,0%,0.6GHz,80.8%,69.4%,5.000331s/1.316615s,NoFlag,
14/11/2019 21:42:19,0.504,4.3%,55.5C,-68.7%,0%,0.6GHz,80.9%,69.4%,5.00034s/1.296598s,NoFlag,
14/11/2019 21:42:24,0.505,11.1%,56.97C,-50.4%,0%,0.6GHz,81.2%,69.4%,5.000342s/1.270297s,NoFlag,
14/11/2019 21:42:29,0.506,0.8%,56.48C,-56.5%,0%,0.6GHz,81.3%,69.4%,4.999956s/1.627097s,NoFlag,
14/11/2019 21:42:34,0.507,5.3%,56.97C,-50.4%,0%,0.6GHz,81.2%,69.4%,5.00027s/1.309015s,NoFlag,
14/11/2019 21:42:39,0.508,6.5%,56.97C,-50.4%,0%,0.6GHz,81.2%,69.4%,5.000304s/1.292609s,NoFlag,
14/11/2019 21:42:44,0.509,2.8%,55.5C,-68.7%,0%,0.6GHz,81.2%,69.4%,4.999341s/1.306479s,NoFlag,
14/11/2019 21:42:49,0.51,14.1%,56.48C,-56.5%,0%,0.6GHz,81.2%,69.4%,5.000331s/1.303323s,NoFlag,
14/11/2019 21:42:54,0.511,3.2%,56.48C,-56.5%,0%,0.6GHz,81.3%,69.4%,5.000315s/1.283263s,NoFlag,
14/11/2019 21:42:59,0.512,0.5%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.000271s/1.296739s,NoFlag,
14/11/2019 21:43:04,0.513,10.3%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,4.999282s/1.287989s,NoFlag,
14/11/2019 21:43:09,0.514,4.8%,56.97C,-50.4%,0%,0.6GHz,81.3%,69.4%,5.000292s/1.284288s,NoFlag,
14/11/2019 21:43:14,0.515,2.0%,56.48C,-56.5%,0%,0.6GHz,81.3%,69.4%,5.0003s/1.282107s,NoFlag,
14/11/2019 21:43:19,0.516,3.5%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,5.000277s/1.293603s,NoFlag,
14/11/2019 21:43:24,0.517,2.8%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.000351s/1.290845s,NoFlag,
14/11/2019 21:43:29,0.518,26.2%,56.97C,-50.4%,0%,0.6GHz,81.2%,69.4%,4.999561s/1.96275s,NoFlag,
14/11/2019 21:43:34,0.519,3.7%,56.48C,-56.5%,0%,0.6GHz,81.2%,69.4%,5.000227s/1.286705s,NoFlag,
14/11/2019 21:43:39,0.52,4.5%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,5.000254s/1.288589s,NoFlag,
14/11/2019 21:43:44,0.521,0.8%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,5.000232s/1.301376s,NoFlag,
14/11/2019 21:43:49,0.522,9.9%,55.99C,-62.6%,0%,1.5GHz,81.3%,69.4%,5.000058s/1.281105s,NoFlag,
14/11/2019 21:43:54,0.523,9.1%,56.48C,-56.5%,0%,0.6GHz,81.3%,69.4%,5.000223s/1.272579s,NoFlag,
14/11/2019 21:43:59,0.524,0.8%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.000145s/1.298827s,NoFlag,
14/11/2019 21:44:04,0.525,4.3%,55.5C,-68.7%,0%,0.6GHz,81.3%,69.4%,5.000171s/1.303184s,NoFlag,
14/11/2019 21:44:09,0.526,3.0%,55.5C,-68.7%,0%,0.6GHz,81.3%,69.4%,4.999831s/1.298913s,NoFlag,
14/11/2019 21:44:14,0.527,1.0%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,4.999211s/1.290583s,NoFlag,
14/11/2019 21:44:19,0.528,13.8%,55.99C,-62.6%,0%,1.5GHz,81.4%,69.4%,5.000223s/1.298384s,NoFlag,
14/11/2019 21:44:24,0.529,2.5%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,5.000101s/1.390646s,NoFlag,
14/11/2019 21:44:29,0.53,0.5%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,4.999904s/1.606754s,NoFlag,
14/11/2019 21:44:34,0.531,8.1%,56.97C,-50.4%,0%,0.6GHz,81.2%,69.4%,5.000202s/1.303419s,NoFlag,
14/11/2019 21:44:39,0.532,3.5%,55.99C,-62.6%,0%,0.6GHz,81.2%,69.4%,5.000207s/1.324926s,NoFlag,
14/11/2019 21:44:44,0.533,2.5%,56.48C,-56.5%,0%,0.6GHz,81.2%,69.4%,5.00032s/1.275834s,NoFlag,
14/11/2019 21:44:49,0.534,10.2%,55.5C,-68.7%,0%,1.5GHz,81.3%,69.4%,5.000187s/1.303295s,NoFlag,
14/11/2019 21:44:54,0.535,4.5%,55.02C,-74.8%,0%,0.6GHz,81.3%,69.4%,5.00018s/1.279259s,NoFlag,
14/11/2019 21:44:59,0.536,7.3%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.000067s/1.410755s,NoFlag,
14/11/2019 21:45:04,0.537,2.8%,56.48C,-56.5%,0%,0.6GHz,81.3%,69.4%,5.000166s/1.314812s,NoFlag,
14/11/2019 21:45:09,0.538,2.8%,56.48C,-56.5%,0%,0.6GHz,81.4%,69.4%,5.000187s/1.293028s,NoFlag,
14/11/2019 21:45:14,0.539,2.0%,56.48C,-56.5%,0%,0.6GHz,81.3%,69.4%,5.000171s/1.291868s,NoFlag,
14/11/2019 21:45:19,0.54,16.5%,55.99C,-62.6%,0%,1.5GHz,81.3%,69.4%,5.000135s/1.293094s,NoFlag,
14/11/2019 21:45:24,0.541,22.6%,56.48C,-56.5%,0%,1.5GHz,81.3%,69.4%,5.000085s/1.301012s,NoFlag,
14/11/2019 21:45:29,0.542,0.5%,56.97C,-50.4%,0%,0.6GHz,81.3%,69.4%,4.999785s/1.599049s,NoFlag,
14/11/2019 21:45:34,0.543,2.5%,56.97C,-50.4%,0%,0.6GHz,81.3%,69.4%,5.000087s/1.307429s,NoFlag,
14/11/2019 21:45:39,0.544,4.9%,56.97C,-50.4%,0%,0.6GHz,81.3%,69.4%,4.998807s/1.294759s,NoFlag,
14/11/2019 21:45:44,0.545,1.2%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.00023s/1.274959s,NoFlag,
14/11/2019 21:45:49,0.546,13.2%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,4.999743s/1.294791s,NoFlag,
14/11/2019 21:45:54,0.547,2.8%,56.48C,-56.5%,0%,0.6GHz,81.4%,69.4%,5.000164s/1.309598s,NoFlag,
14/11/2019 21:45:59,0.548,1.8%,55.99C,-62.6%,0%,0.6GHz,81.4%,69.4%,4.999832s/1.301728s,NoFlag,
14/11/2019 21:46:04,0.549,4.0%,56.48C,-56.5%,0%,0.6GHz,81.4%,69.4%,5.000212s/1.290217s,NoFlag,
14/11/2019 21:46:09,0.55,3.2%,55.99C,-62.6%,0%,0.6GHz,81.4%,69.4%,4.999781s/1.324376s,NoFlag,
14/11/2019 21:46:14,0.551,5.6%,55.5C,-68.7%,0%,0.6GHz,81.4%,69.4%,5.000194s/1.313587s,NoFlag,
14/11/2019 21:46:19,0.552,3.3%,55.99C,-62.6%,0%,0.6GHz,81.5%,69.4%,4.99981s/1.303145s,NoFlag,
14/11/2019 21:46:24,0.553,3.0%,55.5C,-68.7%,0%,0.6GHz,81.4%,69.4%,5.000168s/1.300237s,NoFlag,
14/11/2019 21:46:29,0.554,6.4%,55.99C,-62.6%,0%,0.6GHz,81.4%,69.4%,4.999832s/1.649989s,NoFlag,
14/11/2019 21:46:34,0.555,6.2%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.00018s/1.321135s,NoFlag,
14/11/2019 21:46:39,0.556,4.7%,55.99C,-62.6%,0%,0.6GHz,81.3%,69.4%,5.000171s/1.294851s,NoFlag,
14/11/2019 21:46:44,0.557,1.5%,55.5C,-68.7%,0%,0.6GHz,81.3%,69.4%,5.000179s/1.310416s,NoFlag,
14/11/2019 21:46:49,0.558,5.0%,55.02C,-74.8%,0%,0.6GHz,81.3%,69.4%,5.000187s/1.2835s,NoFlag,
14/11/2019 21:46:54,0.559,9.3%,55.02C,-74.8%,0%,0.6GHz,81.4%,69.4%,5.000129s/1.309905s,NoFlag,
14/11/2019 21:46:59,0.56,1.5%,55.99C,-62.6%,0%,0.6GHz,81.4%,69.4%,5.00016s/1.31665s,NoFlag,
14/11/2019 21:47:04,0.561,3.3%,56.48C,-56.5%,0%,0.6GHz,81.4%,69.4%,5.000136s/1.324281s,NoFlag,
14/11/2019 21:47:09,0.562,4.2%,55.99C,-62.6%,0%,0.6GHz,81.4%,69.4%,5.00011s/1.33701s,NoFlag,
14/11/2019 21:47:14,0.563,1.0%,55.5C,-68.7%,0%,0.6GHz,81.4%,69.4%,4.998761s/1.294319s,NoFlag,
14/11/2019 21:47:19,0.564,9.6%,55.02C,-74.8%,0%,0.6GHz,81.4%,69.4%,4.999949s/1.289562s,NoFlag,
14/11/2019 21:47:24,0.565,11.9%,56.48C,-56.5%,0%,0.6GHz,81.7%,69.4%,5.000144s/1.294632s,NoFlag,
14/11/2019 21:47:29,0.566,15.0%,56.48C,-56.5%,0%,1.5GHz,81.7%,69.4%,4.999914s/1.583774s,NoFlag,
14/11/2019 21:47:34,0.567,3.0%,57.45C,-44.4%,0%,0.6GHz,81.6%,69.4%,5.000165s/1.320964s,NoFlag,
14/11/2019 21:47:39,0.568,8.3%,56.48C,-56.5%,0%,1.5GHz,81.6%,69.4%,4.999825s/1.301747s,NoFlag,
14/11/2019 21:47:44,0.569,8.5%,56.48C,-56.5%,0%,0.6GHz,81.6%,69.4%,5.000025s/1.286631s,NoFlag,
14/11/2019 21:47:49,0.57,4.5%,55.99C,-62.6%,0%,1.5GHz,81.6%,69.4%,5.000211s/1.287492s,NoFlag,
14/11/2019 21:47:54,0.571,2.8%,56.48C,-56.5%,0%,0.6GHz,81.7%,69.4%,5.000165s/1.310265s,NoFlag,
14/11/2019 21:47:59,0.572,2.3%,56.97C,-50.4%,0%,0.6GHz,81.7%,69.4%,4.99963s/1.335934s,NoFlag,
14/11/2019 21:48:04,0.573,3.7%,55.99C,-62.6%,0%,0.6GHz,81.7%,69.4%,5.000217s/1.288295s,NoFlag,
14/11/2019 21:48:09,0.574,6.2%,55.5C,-68.7%,0%,0.6GHz,81.7%,69.4%,5.00017s/1.31207s,NoFlag,
14/11/2019 21:48:14,0.575,2.2%,55.5C,-68.7%,0%,0.6GHz,81.7%,69.4%,4.999575s/1.29053s,NoFlag,
14/11/2019 21:48:19,0.576,3.0%,56.48C,-56.5%,0%,0.6GHz,81.7%,69.4%,5.000051s/1.45739s,NoFlag,
14/11/2019 21:48:24,0.577,8.3%,55.5C,-68.7%,0%,0.6GHz,81.7%,69.4%,4.999965s/1.328739s,NoFlag,
14/11/2019 21:48:29,0.578,6.8%,56.48C,-56.5%,0%,1.5GHz,81.6%,69.4%,4.999836s/1.665114s,NoFlag,
14/11/2019 21:48:34,0.579,3.0%,55.02C,-74.8%,0%,0.6GHz,81.6%,69.4%,5.000278s/1.287848s,NoFlag,
